File,Meth,FSize,MDepth,MSize,Entropy
bib,AmnesiaPPMDP,111261,1,1048576,636111.5
bib,AmnesiaPPMDPFull,111261,1,1048576,581878.4
book1,CTW,768771,1,83,2795502
book1,SM1PF,768771,1,83,3155513
book1,SMUKN,768771,1,83,2783677
book1,PPMDP,768771,1,83,4111880
book1,PPMDPFull,768771,1,83,3507194
book1,HashCTW,768771,1,128,2796797
book1,HashSM1PF,768771,1,128,3159213
book1,HashSMUKN,768771,1,128,2783384
book1,HashPPMDP,768771,1,128,2774709
book1,HashPPMDPFull,768771,1,128,2771538
book1,FNVHashCTW,768771,1,128,2855700
book1,FNVHashSM1PF,768771,1,128,3205639
book1,FNVHashSMUKN,768771,1,128,2781625
book1,FNVHashPPMDP,768771,1,128,2773818
book1,FNVHashPPMDPFull,768771,1,128,2831942
book1,AmnesiaCTW,768771,1,128,2795502
book1,AmnesiaSM1PF,768771,1,128,3155513
book1,AmnesiaSMUKN,768771,1,128,2783677
book1,AmnesiaPPMDP,768771,1,128,4111880
book1,AmnesiaPPMDPFull,768771,1,128,3507194
book1,HashCTW,768771,1,256,2796797
book1,HashSM1PF,768771,1,256,3159213
book1,HashSMUKN,768771,1,256,2783384
book1,HashPPMDP,768771,1,256,2774709
book1,HashPPMDPFull,768771,1,256,2771538
book1,FNVHashCTW,768771,1,256,2795542
book1,FNVHashSM1PF,768771,1,256,3155513
book1,FNVHashSMUKN,768771,1,256,2783677
book1,FNVHashPPMDP,768771,1,256,2774856
book1,FNVHashPPMDPFull,768771,1,256,2770225
book1,AmnesiaCTW,768771,1,256,2795502
book1,AmnesiaSM1PF,768771,1,256,3155513
book1,AmnesiaSMUKN,768771,1,256,2783677
book1,AmnesiaPPMDP,768771,1,256,4111880
book1,AmnesiaPPMDPFull,768771,1,256,3507194
book1,HashCTW,768771,1,512,2796797
book1,HashSM1PF,768771,1,512,3159213
book1,HashSMUKN,768771,1,512,2783384
book1,HashPPMDP,768771,1,512,2774709
book1,HashPPMDPFull,768771,1,512,2771538
book1,FNVHashCTW,768771,1,512,2795542
book1,FNVHashSM1PF,768771,1,512,3155513
book1,FNVHashSMUKN,768771,1,512,2783677
book1,FNVHashPPMDP,768771,1,512,2774856
book1,FNVHashPPMDPFull,768771,1,512,2770225
book1,AmnesiaCTW,768771,1,512,2795502
book1,AmnesiaSM1PF,768771,1,512,3155513
book1,AmnesiaSMUKN,768771,1,512,2783677
book1,AmnesiaPPMDP,768771,1,512,4111880
book1,AmnesiaPPMDPFull,768771,1,512,3507194
book1,HashCTW,768771,1,1024,2795542
book1,HashSM1PF,768771,1,1024,3155513
book1,HashSMUKN,768771,1,1024,2783677
book1,HashPPMDP,768771,1,1024,2774856
book1,HashPPMDPFull,768771,1,1024,2770225
book1,FNVHashCTW,768771,1,1024,2795542
book1,FNVHashSM1PF,768771,1,1024,3155513
book1,FNVHashSMUKN,768771,1,1024,2783677
book1,FNVHashPPMDP,768771,1,1024,2774856
book1,FNVHashPPMDPFull,768771,1,1024,2770225
book1,AmnesiaCTW,768771,1,1024,2795502
book1,AmnesiaSM1PF,768771,1,1024,3155513
book1,AmnesiaSMUKN,768771,1,1024,2783677
book1,AmnesiaPPMDP,768771,1,1024,4111880
book1,AmnesiaPPMDPFull,768771,1,1024,3507194
book1,HashCTW,768771,1,2048,2795542
book1,HashSM1PF,768771,1,2048,3155513
book1,HashSMUKN,768771,1,2048,2783677
book1,HashPPMDP,768771,1,2048,2774856
book1,HashPPMDPFull,768771,1,2048,2770225
book1,FNVHashCTW,768771,1,2048,2795542
book1,FNVHashSM1PF,768771,1,2048,3155513
book1,FNVHashSMUKN,768771,1,2048,2783677
book1,FNVHashPPMDP,768771,1,2048,2774856
book1,FNVHashPPMDPFull,768771,1,2048,2770225
book1,AmnesiaCTW,768771,1,2048,2795502
book1,AmnesiaSM1PF,768771,1,2048,3155513
book1,AmnesiaSMUKN,768771,1,2048,2783677
book1,AmnesiaPPMDP,768771,1,2048,4111880
book1,AmnesiaPPMDPFull,768771,1,2048,3507194
book1,HashCTW,768771,1,4096,2795542
book1,HashSM1PF,768771,1,4096,3155513
book1,HashSMUKN,768771,1,4096,2783677
book1,HashPPMDP,768771,1,4096,2774856
book1,HashPPMDPFull,768771,1,4096,2770225
book1,FNVHashCTW,768771,1,4096,2795542
book1,FNVHashSM1PF,768771,1,4096,3155513
book1,FNVHashSMUKN,768771,1,4096,2783677
book1,FNVHashPPMDP,768771,1,4096,2774856
book1,FNVHashPPMDPFull,768771,1,4096,2770225
book1,AmnesiaCTW,768771,1,4096,2795502
book1,AmnesiaSM1PF,768771,1,4096,3155513
book1,AmnesiaSMUKN,768771,1,4096,2783677
book1,AmnesiaPPMDP,768771,1,4096,4111880
book1,AmnesiaPPMDPFull,768771,1,4096,3507194
book1,HashCTW,768771,1,8192,2795542
book1,HashSM1PF,768771,1,8192,3155513
book1,HashSMUKN,768771,1,8192,2783677
book1,HashPPMDP,768771,1,8192,2774856
book1,HashPPMDPFull,768771,1,8192,2770225
book1,FNVHashCTW,768771,1,8192,2795542
book1,FNVHashSM1PF,768771,1,8192,3155513
book1,FNVHashSMUKN,768771,1,8192,2783677
book1,FNVHashPPMDP,768771,1,8192,2774856
book1,FNVHashPPMDPFull,768771,1,8192,2770225
book1,AmnesiaCTW,768771,1,8192,2795502
book1,AmnesiaSM1PF,768771,1,8192,3155513
book1,AmnesiaSMUKN,768771,1,8192,2783677
book1,AmnesiaPPMDP,768771,1,8192,4111880
book1,AmnesiaPPMDPFull,768771,1,8192,3507194
book1,HashCTW,768771,1,16384,2795542
book1,HashSM1PF,768771,1,16384,3155513
book1,HashSMUKN,768771,1,16384,2783677
book1,HashPPMDP,768771,1,16384,2774856
book1,HashPPMDPFull,768771,1,16384,2770225
book1,FNVHashCTW,768771,1,16384,2795542
book1,FNVHashSM1PF,768771,1,16384,3155513
book1,FNVHashSMUKN,768771,1,16384,2783677
book1,FNVHashPPMDP,768771,1,16384,2774856
book1,FNVHashPPMDPFull,768771,1,16384,2770225
book1,AmnesiaCTW,768771,1,16384,2795502
book1,AmnesiaSM1PF,768771,1,16384,3155513
book1,AmnesiaSMUKN,768771,1,16384,2783677
book1,AmnesiaPPMDP,768771,1,16384,4111880
book1,AmnesiaPPMDPFull,768771,1,16384,3507194
book1,HashCTW,768771,1,32768,2795542
book1,HashSM1PF,768771,1,32768,3155513
book1,HashSMUKN,768771,1,32768,2783677
book1,HashPPMDP,768771,1,32768,2774856
book1,HashPPMDPFull,768771,1,32768,2770225
book1,FNVHashCTW,768771,1,32768,2795542
