File,Meth,FSize,MDepth,MSize,Entropy
bib,AmnesiaPPMDPFull,111261,8,16384,379180.2
bib,HashCTW,111261,8,32768,315353.5
bib,HashSM1PF,111261,8,32768,302466.3
bib,HashSMUKN,111261,8,32768,315840.2
bib,HashPPMDP,111261,8,32768,297874.5
bib,HashPPMDPFull,111261,8,32768,362864.6
bib,FNVHashCTW,111261,8,32768,314297.1
bib,FNVHashSM1PF,111261,8,32768,302504.5
bib,FNVHashSMUKN,111261,8,32768,315224
bib,FNVHashPPMDP,111261,8,32768,297319.6
bib,FNVHashPPMDPFull,111261,8,32768,363167.6
bib,AmnesiaCTW,111261,8,32768,434312.3
bib,AmnesiaSM1PF,111261,8,32768,306658.5
bib,AmnesiaSMUKN,111261,8,32768,303637.5
bib,AmnesiaPPMDP,111261,8,32768,300180.3
bib,AmnesiaPPMDPFull,111261,8,32768,327380.6
bib,HashCTW,111261,8,65536,310634.4
bib,HashSM1PF,111261,8,65536,267842.5
bib,HashSMUKN,111261,8,65536,275601.8
bib,HashPPMDP,111261,8,65536,264253
bib,HashPPMDPFull,111261,8,65536,323262
bib,FNVHashCTW,111261,8,65536,310165.5
bib,FNVHashSM1PF,111261,8,65536,267588.6
bib,FNVHashSMUKN,111261,8,65536,275327.6
bib,FNVHashPPMDP,111261,8,65536,263869.1
bib,FNVHashPPMDPFull,111261,8,65536,323882.6
bib,AmnesiaCTW,111261,8,65536,386040
bib,AmnesiaSM1PF,111261,8,65536,260307.5
bib,AmnesiaSMUKN,111261,8,65536,257758.3
bib,AmnesiaPPMDP,111261,8,65536,254624.2
bib,AmnesiaPPMDPFull,111261,8,65536,283320.8
bib,HashCTW,111261,8,131072,308409.9
bib,HashSM1PF,111261,8,131072,240377.9
bib,HashSMUKN,111261,8,131072,244281.3
bib,HashPPMDP,111261,8,131072,237410.1
bib,HashPPMDPFull,111261,8,131072,287979.9
bib,FNVHashCTW,111261,8,131072,307687.1
bib,FNVHashSM1PF,111261,8,131072,240181.4
bib,FNVHashSMUKN,111261,8,131072,244184.9
bib,FNVHashPPMDP,111261,8,131072,237232.9
bib,FNVHashPPMDPFull,111261,8,131072,288258.8
bib,AmnesiaCTW,111261,8,131072,337294.5
bib,AmnesiaSM1PF,111261,8,131072,220569.4
bib,AmnesiaSMUKN,111261,8,131072,218572.2
bib,AmnesiaPPMDP,111261,8,131072,215897.9
bib,AmnesiaPPMDPFull,111261,8,131072,244673.3
bib,HashCTW,111261,8,262144,307645.7
bib,HashSM1PF,111261,8,262144,221687.5
bib,HashSMUKN,111261,8,262144,223360.1
bib,HashPPMDP,111261,8,262144,218919.6
bib,HashPPMDPFull,111261,8,262144,261499.6
bib,FNVHashCTW,111261,8,262144,306819.9
bib,FNVHashSM1PF,111261,8,262144,221108.2
bib,FNVHashSMUKN,111261,8,262144,223058.1
bib,FNVHashPPMDP,111261,8,262144,218608.9
bib,FNVHashPPMDPFull,111261,8,262144,261271.2
bib,AmnesiaCTW,111261,8,262144,303285.2
bib,AmnesiaSM1PF,111261,8,262144,196518
bib,AmnesiaSMUKN,111261,8,262144,194902.1
bib,AmnesiaPPMDP,111261,8,262144,192232
bib,AmnesiaPPMDPFull,111261,8,262144,221215.8
bib,HashCTW,111261,8,524288,307262.2
bib,HashSM1PF,111261,8,524288,210367.1
bib,HashSMUKN,111261,8,524288,210415.6
bib,HashPPMDP,111261,8,524288,207069.2
bib,HashPPMDPFull,111261,8,524288,243821.8
bib,FNVHashCTW,111261,8,524288,306413.3
bib,FNVHashSM1PF,111261,8,524288,210036.7
bib,FNVHashSMUKN,111261,8,524288,210078.1
bib,FNVHashPPMDP,111261,8,524288,206681.4
bib,FNVHashPPMDPFull,111261,8,524288,243199.7
bib,AmnesiaCTW,111261,8,524288,303285.2
bib,AmnesiaSM1PF,111261,8,524288,196518
bib,AmnesiaSMUKN,111261,8,524288,194902.1
bib,AmnesiaPPMDP,111261,8,524288,192232
bib,AmnesiaPPMDPFull,111261,8,524288,221215.8
bib,HashCTW,111261,8,1048576,307082.9
bib,HashSM1PF,111261,8,1048576,204307.4
bib,HashSMUKN,111261,8,1048576,203458.5
bib,HashPPMDP,111261,8,1048576,200482.6
bib,HashPPMDPFull,111261,8,1048576,233820.8
bib,FNVHashCTW,111261,8,1048576,306196.3
bib,FNVHashSM1PF,111261,8,1048576,203670.1
bib,FNVHashSMUKN,111261,8,1048576,202930.1
bib,FNVHashPPMDP,111261,8,1048576,199959
bib,FNVHashPPMDPFull,111261,8,1048576,232967.1
bib,AmnesiaCTW,111261,8,1048576,303285.2
bib,AmnesiaSM1PF,111261,8,1048576,196518
bib,AmnesiaSMUKN,111261,8,1048576,194902.1
bib,AmnesiaPPMDP,111261,8,1048576,192232
bib,AmnesiaPPMDPFull,111261,8,1048576,221215.8
book1,CTW,768771,8,1209593,2013767
book1,SM1PF,768771,8,1209593,1688486
book1,SMUKN,768771,8,1209593,1702083
book1,PPMDP,768771,8,1209593,1666234
book1,PPMDPFull,768771,8,1209593,1833105
book1,HashCTW,768771,8,128,3178254
book1,HashSM1PF,768771,8,128,3454029
book1,HashSMUKN,768771,8,128,3514415
book1,HashPPMDP,768771,8,128,3509910
book1,HashPPMDPFull,768771,8,128,3548637
book1,FNVHashCTW,768771,8,128,3218615
book1,FNVHashSM1PF,768771,8,128,3460278
book1,FNVHashSMUKN,768771,8,128,3515388
book1,FNVHashPPMDP,768771,8,128,3511284
book1,FNVHashPPMDPFull,768771,8,128,3544578
book1,AmnesiaCTW,768771,8,128,5451605
book1,AmnesiaSM1PF,768771,8,128,7070024
book1,AmnesiaSMUKN,768771,8,128,7068874
book1,AmnesiaPPMDP,768771,8,128,5618655
book1,AmnesiaPPMDPFull,768771,8,128,5622294
book1,HashCTW,768771,8,256,3079685
book1,HashSM1PF,768771,8,256,3436224
book1,HashSMUKN,768771,8,256,3521651
book1,HashPPMDP,768771,8,256,3517072
book1,HashPPMDPFull,768771,8,256,3571044
book1,FNVHashCTW,768771,8,256,3055025
book1,FNVHashSM1PF,768771,8,256,3433325
book1,FNVHashSMUKN,768771,8,256,3522216
book1,FNVHashPPMDP,768771,8,256,3517822
book1,FNVHashPPMDPFull,768771,8,256,3572169
book1,AmnesiaCTW,768771,8,256,5004357
book1,AmnesiaSM1PF,768771,8,256,6065939
book1,AmnesiaSMUKN,768771,8,256,6065786
book1,AmnesiaPPMDP,768771,8,256,5101267
book1,AmnesiaPPMDPFull,768771,8,256,5108033
book1,HashCTW,768771,8,512,2985386
book1,HashSM1PF,768771,8,512,3445302
book1,HashSMUKN,768771,8,512,3535156
book1,HashPPMDP,768771,8,512,3526194
book1,HashPPMDPFull,768771,8,512,3601703
book1,FNVHashCTW,768771,8,512,2961787
book1,FNVHashSM1PF,768771,8,512,3442857
book1,FNVHashSMUKN,768771,8,512,3535194
book1,FNVHashPPMDP,768771,8,512,3526484
book1,FNVHashPPMDPFull,768771,8,512,3604045
book1,AmnesiaCTW,768771,8,512,4543370
book1,AmnesiaSM1PF,768771,8,512,5118853
book1,AmnesiaSMUKN,768771,8,512,5121413
book1,AmnesiaPPMDP,768771,8,512,4568381
book1,AmnesiaPPMDPFull,768771,8,512,4583297
book1,HashCTW,768771,8,1024,2835346
book1,HashSM1PF,768771,8,1024,3473541
book1,HashSMUKN,768771,8,1024,3550991
book1,HashPPMDP,768771,8,1024,3526564
book1,HashPPMDPFull,768771,8,1024,3637360
