File,Alphabet,TS,Depth,Entropy
paper2,Byte,16384,3,253132
paper2,Byte,16384,4,253254.9
paper2,Byte,16384,5,254804.9
paper2,Byte,16384,6,256025.4
paper2,Byte,16384,7,257052.9
paper2,Byte,16384,8,258030.2
paper2,Byte,16384,9,258997.6
paper2,Byte,32768,1,300982.6
paper2,Byte,32768,2,261928.9
paper2,Byte,32768,3,251910.7
paper2,Byte,32768,4,251538.3
paper2,Byte,32768,5,252276.4
paper2,Byte,32768,6,252895.1
paper2,Byte,32768,7,253571.6
paper2,Byte,32768,8,254341.3
paper2,Byte,32768,9,254801.6
paper2,Byte,65536,1,300982.6
paper2,Byte,65536,2,261928.9
paper2,Byte,65536,3,251426.4
paper2,Byte,65536,4,250795.8
paper2,Byte,65536,5,251267.6
paper2,Byte,65536,6,251532.7
paper2,Byte,65536,7,251864.6
paper2,Byte,65536,8,252129.7
paper2,Byte,65536,9,252414.1
paper2,Byte,131072,1,300982.6
paper2,Byte,131072,2,261928.9
paper2,Byte,131072,3,250913.3
paper2,Byte,131072,4,250038.6
paper2,Byte,131072,5,250317
paper2,Byte,131072,6,250458.4
paper2,Byte,131072,7,250618.5
paper2,Byte,131072,8,250635.5
paper2,Byte,131072,9,250723.1
paper2,Byte,262144,1,300982.6
paper2,Byte,262144,2,261928.9
paper2,Byte,262144,3,250826.1
paper2,Byte,262144,4,249916.9
paper2,Byte,262144,5,250066.7
paper2,Byte,262144,6,250128.3
paper2,Byte,262144,7,250235
paper2,Byte,262144,8,250205.6
paper2,Byte,262144,9,250263.5
paper2,Byte,524288,1,300982.6
paper2,Byte,524288,2,261928.9
paper2,Byte,524288,3,250822.1
paper2,Byte,524288,4,249909
paper2,Byte,524288,5,250014.4
paper2,Byte,524288,6,250095.4
paper2,Byte,524288,7,250128.4
paper2,Byte,524288,8,250126.2
paper2,Byte,524288,9,250112.1
paper3,Byte,128,1,175652.8
paper3,Byte,128,2,177676.6
paper3,Byte,128,3,182598.1
paper3,Byte,128,4,186210.3
paper3,Byte,128,5,188803.6
paper3,Byte,128,6,191191.4
paper3,Byte,128,7,193370.3
paper3,Byte,128,8,194540.7
paper3,Byte,128,9,196356.9
paper3,Byte,256,1,175652.8
paper3,Byte,256,2,172230.5
