File,Alphabet,TS,Depth,Entropy
kennedy.xls,Byte,16384,1,2638170
kennedy.xls,Byte,16384,2,2428570
kennedy.xls,Byte,16384,3,2094478
kennedy.xls,Byte,16384,4,2000109
kennedy.xls,Byte,16384,5,1913212
kennedy.xls,Byte,16384,6,1911816
kennedy.xls,Byte,16384,7,1927080
kennedy.xls,Byte,16384,8,1973254
kennedy.xls,Byte,16384,9,2016297
kennedy.xls,Byte,32768,1,2638170
kennedy.xls,Byte,32768,2,2428404
kennedy.xls,Byte,32768,3,2095005
kennedy.xls,Byte,32768,4,2014894
kennedy.xls,Byte,32768,5,1902792
kennedy.xls,Byte,32768,6,1875412
kennedy.xls,Byte,32768,7,1882363
kennedy.xls,Byte,32768,8,1908092
kennedy.xls,Byte,32768,9,1923238
kennedy.xls,Byte,65536,1,2638170
kennedy.xls,Byte,65536,2,2428404
kennedy.xls,Byte,65536,3,2085699
kennedy.xls,Byte,65536,4,2046325
kennedy.xls,Byte,65536,5,1914645
kennedy.xls,Byte,65536,6,1866649
kennedy.xls,Byte,65536,7,1840628
kennedy.xls,Byte,65536,8,1875183
kennedy.xls,Byte,65536,9,1900549
kennedy.xls,Byte,131072,1,2638170
kennedy.xls,Byte,131072,2,2428404
kennedy.xls,Byte,131072,3,2086751
kennedy.xls,Byte,131072,4,2086094
kennedy.xls,Byte,131072,5,1946460
kennedy.xls,Byte,131072,6,1885155
kennedy.xls,Byte,131072,7,1845625
kennedy.xls,Byte,131072,8,1844914
kennedy.xls,Byte,131072,9,1855519
kennedy.xls,Byte,262144,1,2638170
kennedy.xls,Byte,262144,2,2428404
kennedy.xls,Byte,262144,3,2088096
